1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Decision
B,D,D,C,D,F,D,C,D,F,D,D,B,D,B,0,D,D,B,F,A,F,F,0,F,0,F,D,F,0,B,None
C,D,C,D,C,D,C,C,C,D,D,D,D,C,D,A,D,C,B,C,B,B,D,A,D,D,C,D,D,D,B,None
C,A,B,B,C,C,C,B,A,C,D,D,C,B,C,A,B,B,B,A,A,B,B,0,C,C,A,C,D,A,C,None
B,C,D,C,C,A,D,B,D,C,D,B,D,C,C,B,C,B,B,B,C,B,C,0,0,D,0.2,D,F,C,0,None
C,B,B,B,C,C,C,B,C,C,D,C,B,B,C,A,B,B,C,B,C,C,C,A,B,C,D,D,D,C,A,None
B,B,B,C,A,B,D,B,C,B,C,D,A,D,B,B,C,B,B,D,B,C,C,C,A,D,D,D,C,0,D,None
B,D,D,D,C,B,C,B,A,D,D,C,B,C,B,B,C,B,D,B,B,C,B,0,B,0,B,D,0,0,0,None
D,C,C,D,D,D,D,B,C,D,C,D,D,D,B,B,F,B,F,F,D,C,F,B,B,D,0.2,0,F,0,D,None
C,C,B,D,B,A,D,C,B,B,C,C,D,C,B,C,C,A,B,B,B,C,C,C,A,C,B,C,C,C,0,None
B,D,D,D,B,D,C,B,A,C,D,C,B,D,C,A,D,B,B,A,D,C,A,0,B,C,B,C,D,A,0,None
B,D,C,D,B,D,C,A,D,B,B,D,D,B,C,B,B,B,B,B,D,C,C,B,B,D,B,D,D,C,B,None
B,D,A,A,B,A,C,C,B,B,C,D,B,C,C,B,C,B,B,B,C,A,A,A,B,C,C,C,C,A,B,None
B,B,C,A,C,C,A,A,A,A,A,A,A,C,A,A,A,A,A,A,B,B,A,C,A,A,A,A,C,A,B,None
B,B,D,A,D,C,B,B,B,B,D,B,F,C,C,B,B,B,B,B,A,D,A,0,B,C,B,D,C,B,0,None
B,A,A,B,A,B,A,A,B,A,A,A,B,B,A,A,A,A,A,A,B,B,A,0,B,A,B,C,B,B,0,None
B,D,C,B,A,D,C,B,F,C,D,D,B,C,D,C,D,C,D,C,B,C,C,0,D,0,C,F,F,0,0,None
C,A,A,C,A,B,A,C,A,B,B,B,B,D,B,B,B,B,C,B,A,D,B,0,B,D,C,C,B,D,0,None
B,C,B,B,A,B,B,B,B,B,C,C,B,A,A,B,A,A,B,A,B,C,B,C,A,C,B,C,C,B,C,None
B,B,D,C,D,C,D,A,B,D,D,D,D,D,D,C,D,B,C,B,B,B,B,C,B,D,C,D,C,C,C,None
B,C,D,C,D,C,B,B,D,C,C,D,C,D,D,0,C,C,0.3,C,C,C,C,B,B,0,D,F,D,B,C,None
B,C,D,A,C,C,A,C,C,C,D,C,B,D,C,B,F,B,C,F,D,D,D,B,B,F,C,0,D,0,C,None
D,D,D,D,C,C,D,C,D,D,D,F,F,D,D,C,D,B,C,F,C,D,D,0,B,D,D,D,D,0,0,None
A,A,A,C,A,A,A,B,C,A,D,A,A,B,A,B,A,A,A,A,A,B,A,C,B,B,A,B,B,A,B,None
B,C,D,F,C,B,F,B,F,F,C,F,D,B,D,B,C,C,D,B,D,D,F,C,B,0,C,0,D,C,C,None
B,B,B,A,C,B,A,A,A,C,B,C,A,A,B,A,C,B,C,A,C,C,C,0,A,A,B,D,B,A,0,None
D,C,B,C,B,B,A,D,C,C,C,B,B,B,B,A,A,B,C,A,C,C,C,B,B,D,B,D,D,B,A,None
B,A,B,D,B,B,C,B,D,B,C,C,C,C,B,B,D,B,B,B,B,C,C,D,B,D,C,B,A,C,C,None
C,B,B,B,C,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,A,C,B,0,B,C,C,C,C,B,0,None
B,B,B,A,A,B,A,A,B,C,B,B,A,B,A,B,C,A,A,A,B,B,B,0,A,C,A,B,C,B,0,None
D,C,C,D,C,D,D,D,C,C,C,D,B,C,D,B,C,B,D,D,B,D,D,C,B,D,D,F,C,B,C,None
C,B,C,D,B,B,B,C,C,C,C,C,B,D,B,B,D,B,C,B,D,C,C,0,B,C,C,D,D,B,0,None
B,C,C,C,B,C,A,B,B,C,B,C,A,D,D,C,C,A,B,B,B,C,A,0,B,B,B,D,D,C,0,None
C,D,D,B,D,C,A,B,B,D,B,C,A,D,A,B,C,B,B,B,A,C,B,0,B,D,D,D,F,C,0,None
B,C,C,A,D,A,B,C,C,C,C,C,D,D,F,C,B,B,B,C,F,C,B,A,B,D,B,F,F,0,B,None
B,D,C,D,B,B,B,B,D,D,B,C,C,D,D,B,D,C,C,C,A,D,D,C,B,C,D,B,D,C,B,None
A,B,D,A,C,B,D,C,C,D,B,C,B,D,C,B,C,B,B,A,A,C,C,0,B,D,F,D,C,C,0,None
B,A,C,B,B,B,A,A,C,C,B,C,A,B,B,A,B,A,B,A,C,C,B,0,B,D,A,D,B,A,0,None
B,B,B,D,D,D,D,C,D,C,C,C,D,D,D,C,B,C,C,D,A,C,D,0,B,0,F,0,F,0,0,None
